Pavarde        Vardas         ND1  ND2  ND3  ND4  ND5  EGZ     
Vardas5685     Pavarde5685    1    4    1    6    1    5       
Vardas5686     Pavarde5686    7    10   1    5    7    6       
Vardas5687     Pavarde5687    1    7    4    1    3    10      
Vardas5688     Pavarde5688    2    5    3    5    3    3       
Vardas5689     Pavarde5689    1    3    6    1    3    6       
Vardas5690     Pavarde5690    9    8    10   9    5    5       
Vardas5691     Pavarde5691    3    2    9    4    2    5       
Vardas5692     Pavarde5692    2    8    9    2    9    1       
Vardas5693     Pavarde5693    1    9    10   10   10   8       
Vardas5694     Pavarde5694    9    10   7    1    7    2       
Vardas5695     Pavarde5695    10   1    7    8    7    4       
Vardas5696     Pavarde5696    6    4    4    6    4    1       
Vardas5697     Pavarde5697    5    2    3    10   6    10      
Vardas5698     Pavarde5698    7    10   10   9    10   1       
Vardas5699     Pavarde5699    6    9    1    6    7    3       
Vardas5700     Pavarde5700    9    7    3    9    6    2       
Vardas5701     Pavarde5701    1    7    4    1    1    5       
Vardas5702     Pavarde5702    8    9    7    8    2    9       
Vardas5703     Pavarde5703    1    7    8    6    8    10      
Vardas5704     Pavarde5704    2    9    5    10   6    4       
Vardas5705     Pavarde5705    6    9    2    3    9    5       
Vardas5706     Pavarde5706    7    3    1    6    1    5       
Vardas5707     Pavarde5707    1    10   3    3    7    3       
Vardas5708     Pavarde5708    1    4    2    10   2    8       
Vardas5709     Pavarde5709    2    8    8    3    7    3       
Vardas5710     Pavarde5710    10   8    1    5    1    3       
Vardas5711     Pavarde5711    7    1    4    7    5    4       
Vardas5712     Pavarde5712    9    1    10   10   9    10      
Vardas5713     Pavarde5713    1    1    3    1    4    7       
Vardas5714     Pavarde5714    4    1    1    9    3    3       
Vardas5715     Pavarde5715    1    6    7    9    2    8       
Vardas5716     Pavarde5716    2    10   6    9    7    9       
Vardas5717     Pavarde5717    4    10   7    6    6    9       
Vardas5718     Pavarde5718    8    5    3    4    8    5       
Vardas5719     Pavarde5719    10   2    3    4    7    6       
Vardas5720     Pavarde5720    9    6    2    3    4    7       
Vardas5721     Pavarde5721    10   8    9    9    2    7       
Vardas5722     Pavarde5722    8    7    3    4    2    5       
Vardas5723     Pavarde5723    6    2    8    5    4    1       
Vardas5724     Pavarde5724    1    4    10   5    5    2       
Vardas5725     Pavarde5725    10   3    7    9    7    4       
Vardas5726     Pavarde5726    7    9    2    8    7    1       
Vardas5727     Pavarde5727    3    3    8    8    10   7       
Vardas5728     Pavarde5728    6    2    3    7    3    2       
Vardas5729     Pavarde5729    3    6    2    7    3    2       
Vardas5730     Pavarde5730    10   8    6    5    7    9       
Vardas5731     Pavarde5731    4    6    1    4    6    8       
Vardas5732     Pavarde5732    4    5    8    3    3    2       
Vardas5733     Pavarde5733    3    9    1    10   3    9       
Vardas5734     Pavarde5734    2    9    6    8    7    10      
Vardas5735     Pavarde5735    8    7    10   9    5    3       
Vardas5736     Pavarde5736    7    1    7    3    6    1       
Vardas5737     Pavarde5737    10   9    10   4    10   1       
Vardas5738     Pavarde5738    5    6    7    6    1    9       
Vardas5739     Pavarde5739    3    8    2    6    2    10      
Vardas5740     Pavarde5740    9    2    5    8    1    4       
Vardas5741     Pavarde5741    3    3    2    6    10   2       
Vardas5742     Pavarde5742    4    5    3    9    8    5       
Vardas5743     Pavarde5743    6    9    7    9    7    10      
Vardas5744     Pavarde5744    9    6    10   5    8    6       
Vardas5745     Pavarde5745    8    2    10   10   9    3       
Vardas5746     Pavarde5746    3    8    10   1    2    3       
Vardas5747     Pavarde5747    7    4    10   2    6    4       
Vardas5748     Pavarde5748    10   6    3    7    2    4       
Vardas5749     Pavarde5749    2    3    8    5    4    5       
Vardas5750     Pavarde5750    8    9    10   10   6    7       
Vardas5751     Pavarde5751    7    6    4    1    10   5       
Vardas5752     Pavarde5752    8    10   6    1    2    5       
Vardas5753     Pavarde5753    4    6    6    4    1    2       
Vardas5754     Pavarde5754    6    2    3    1    9    9       
Vardas5755     Pavarde5755    6    9    2    2    1    7       
Vardas5756     Pavarde5756    2    6    1    6    6    10      
Vardas5757     Pavarde5757    9    1    4    10   5    3       
Vardas5758     Pavarde5758    7    6    3    4    9    8       
Vardas5759     Pavarde5759    6    8    1    3    2    2       
Vardas5760     Pavarde5760    5    3    5    4    5    4       
Vardas5761     Pavarde5761    2    10   10   5    4    5       
Vardas5762     Pavarde5762    3    8    5    6    10   1       
Vardas5763     Pavarde5763    10   5    7    2    4    2       
Vardas5764     Pavarde5764    10   7    5    10   2    2       
Vardas5765     Pavarde5765    9    2    3    9    7    4       
Vardas5766     Pavarde5766    9    3    1    7    10   1       
Vardas5767     Pavarde5767    8    1    1    2    10   7       
Vardas5768     Pavarde5768    9    6    3    1    6    1       
Vardas5769     Pavarde5769    10   1    5    2    9    9       
Vardas5770     Pavarde5770    7    1    3    2    2    2       
Vardas5771     Pavarde5771    3    4    2    4    7    9       
Vardas5772     Pavarde5772    1    9    6    10   5    7       
Vardas5773     Pavarde5773    10   2    7    1    5    8       
Vardas5774     Pavarde5774    7    6    5    2    4    2       
Vardas5775     Pavarde5775    6    6    8    3    5    6       
Vardas5776     Pavarde5776    7    4    10   9    1    1       
Vardas5777     Pavarde5777    3    8    2    6    7    8       
Vardas5778     Pavarde5778    8    3    8    4    2    8       
Vardas5779     Pavarde5779    1    8    6    4    10   5       
Vardas5780     Pavarde5780    2    10   5    6    3    4       
Vardas5781     Pavarde5781    1    2    5    4    4    3       
Vardas5782     Pavarde5782    6    9    1    6    9    4       
Vardas5783     Pavarde5783    7    7    2    1    1    3       
Vardas5784     Pavarde5784    3    7    6    8    7    6       
Vardas5785     Pavarde5785    1    5    3    10   3    9       
Vardas5786     Pavarde5786    5    1    2    6    6    6       
Vardas5787     Pavarde5787    7    7    8    4    1    5       
Vardas5788     Pavarde5788    10   1    1    9    5    7       
Vardas5789     Pavarde5789    8    3    10   9    2    8       
Vardas5790     Pavarde5790    1    9    1    9    9    9       
Vardas5791     Pavarde5791    4    6    1    9    5    8       
Vardas5792     Pavarde5792    2    7    6    1    7    3       
Vardas5793     Pavarde5793    2    5    9    5    9    5       
Vardas5794     Pavarde5794    8    6    1    8    1    6       
Vardas5795     Pavarde5795    3    8    9    1    7    4       
Vardas5796     Pavarde5796    6    9    4    4    1    6       
Vardas5797     Pavarde5797    6    10   10   6    4    7       
Vardas5798     Pavarde5798    1    3    1    4    4    8       
Vardas5799     Pavarde5799    6    9    9    8    6    7       
Vardas5800     Pavarde5800    5    2    2    4    4    5       
Vardas5801     Pavarde5801    7    3    9    8    10   9       
Vardas5802     Pavarde5802    7    9    2    6    10   10      
Vardas5803     Pavarde5803    4    6    3    1    9    8       
Vardas5804     Pavarde5804    2    3    7    9    2    6       
Vardas5805     Pavarde5805    10   8    2    1    2    10      
Vardas5806     Pavarde5806    2    10   7    4    10   3       
Vardas5807     Pavarde5807    1    4    1    4    10   7       
Vardas5808     Pavarde5808    8    10   9    6    5    8       
Vardas5809     Pavarde5809    8    10   10   10   8    1       
Vardas5810     Pavarde5810    5    9    6    10   5    6       
Vardas5811     Pavarde5811    10   1    9    5    8    2       
Vardas5812     Pavarde5812    9    3    8    7    6    4       
Vardas5813     Pavarde5813    4    1    1    4    9    8       
Vardas5814     Pavarde5814    6    2    8    10   8    6       
Vardas5815     Pavarde5815    2    5    7    8    4    5       
Vardas5816     Pavarde5816    10   5    2    5    1    9       
Vardas5817     Pavarde5817    4    3    6    10   2    4       
Vardas5818     Pavarde5818    2    9    10   2    9    1       
Vardas5819     Pavarde5819    8    4    8    2    7    5       
Vardas5820     Pavarde5820    2    9    2    1    3    2       
Vardas5821     Pavarde5821    5    8    3    2    7    5       
Vardas5822     Pavarde5822    6    9    7    3    1    2       
Vardas5823     Pavarde5823    1    3    7    6    3    4       
Vardas5824     Pavarde5824    9    7    5    1    3    3       
Vardas5825     Pavarde5825    5    8    1    5    6    3       
Vardas5826     Pavarde5826    5    9    6    9    9    3       
Vardas5827     Pavarde5827    4    4    10   10   1    4       
Vardas5828     Pavarde5828    9    2    3    5    8    4       
Vardas5829     Pavarde5829    8    3    1    1    3    3       
Vardas5830     Pavarde5830    4    10   2    9    5    3       
Vardas5831     Pavarde5831    2    1    9    4    7    8       
Vardas5832     Pavarde5832    4    7    3    2    1    9       
Vardas5833     Pavarde5833    3    8    7    4    7    2       
Vardas5834     Pavarde5834    6    4    4    3    1    5       
Vardas5835     Pavarde5835    10   10   5    9    2    4       
Vardas5836     Pavarde5836    2    6    6    6    5    4       
Vardas5837     Pavarde5837    7    2    8    2    5    3       
Vardas5838     Pavarde5838    5    9    2    3    8    7       
Vardas5839     Pavarde5839    6    7    9    7    2    6       
Vardas5840     Pavarde5840    4    6    5    6    4    6       
Vardas5841     Pavarde5841    7    4    3    8    7    10      
Vardas5842     Pavarde5842    10   4    3    10   4    3       
Vardas5843     Pavarde5843    2    5    4    6    10   1       
Vardas5844     Pavarde5844    6    6    10   9    5    7       
Vardas5845     Pavarde5845    6    10   4    5    1    9       
Vardas5846     Pavarde5846    9    1    1    10   5    1       
Vardas5847     Pavarde5847    9    2    7    6    1    2       
Vardas5848     Pavarde5848    3    8    10   4    2    9       
Vardas5849     Pavarde5849    9    2    3    8    10   8       
Vardas5850     Pavarde5850    5    5    10   9    5    8       
Vardas5851     Pavarde5851    2    4    1    6    2    6       
Vardas5852     Pavarde5852    1    2    8    5    2    6       
Vardas5853     Pavarde5853    10   3    9    10   10   7       
Vardas5854     Pavarde5854    1    3    5    1    10   6       
Vardas5855     Pavarde5855    3    10   9    3    1    4       
Vardas5856     Pavarde5856    4    2    7    9    5    4       
Vardas5857     Pavarde5857    4    7    9    7    1    9       
Vardas5858     Pavarde5858    9    4    5    5    4    10      
Vardas5859     Pavarde5859    2    6    7    3    10   6       
Vardas5860     Pavarde5860    3    3    1    9    9    6       
Vardas5861     Pavarde5861    4    1    5    9    4    5       
Vardas5862     Pavarde5862    3    3    5    1    3    9       
Vardas5863     Pavarde5863    1    6    8    2    2    2       
Vardas5864     Pavarde5864    4    5    4    7    3    8       
Vardas5865     Pavarde5865    2    10   10   10   1    1       
Vardas5866     Pavarde5866    3    2    1    3    6    10      
Vardas5867     Pavarde5867    10   6    3    6    6    2       
Vardas5868     Pavarde5868    9    5    2    3    6    1       
Vardas5869     Pavarde5869    3    4    7    4    8    2       
Vardas5870     Pavarde5870    4    5    5    6    2    5       
Vardas5871     Pavarde5871    4    5    2    2    3    3       
Vardas5872     Pavarde5872    10   5    10   3    6    7       
Vardas5873     Pavarde5873    6    2    3    8    2    5       
Vardas5874     Pavarde5874    9    1    7    9    2    10      
Vardas5875     Pavarde5875    7    9    2    3    1    3       
Vardas5876     Pavarde5876    7    9    4    6    7    5       
Vardas5877     Pavarde5877    9    7    8    9    4    2       
Vardas5878     Pavarde5878    10   6    5    3    5    1       
Vardas5879     Pavarde5879    10   10   3    7    7    7       
